180	360	0.0	0.0
-179.5	-89.5	2724.0	2895.0
-179.5	-88.5	2368.5	3106.0
-179.5	-87.5	2136.0	3030.25
-179.5	-86.5	866.0	2952.75
-179.5	-85.5	290.5	2394.5
-179.5	-84.5	419.5	1260.25
-179.5	-83.5	516.0	-789.2
-179.5	-82.5	467.0	-617.15
-179.5	-81.5	374.0	-555.1
-179.5	-80.5	364.0	-642.15
-179.5	-79.5	279.0	-384.4
-179.5	-78.5	315.5	-509.5
-179.5	-77.5	0.0	-629.074
-179.5	-76.5	0.0	-642.9
-179.5	-75.5	0.0	-563.441
-179.5	-74.5	0.0	-378.802
-179.5	-73.5	0.0	-527.664
-179.5	-72.5	0.0	-703.141
-179.5	-71.5	0.0	-1229.6
-179.5	-70.5	0.0	-2346.0
-179.5	-69.5	0.0	-2879.0
-179.5	-68.5	0.0	-3202.0
-179.5	-67.5	0.0	-3593.0
-179.5	-66.5	0.0	-3665.0
-179.5	-65.5	0.0	-2784.0
-179.5	-64.5	0.0	-3029.0
-179.5	-63.5	0.0	-3593.0
-179.5	-62.5	0.0	-3830.0
-179.5	-61.5	0.0	-3894.0
-179.5	-60.5	0.0	-4145.0
-179.5	-59.5	0.0	-4548.0
-179.5	-58.5	0.0	-5085.0
-179.5	-57.5	0.0	-4537.0
-179.5	-56.5	0.0	-5080.0
-179.5	-55.5	0.0	-5147.0
-179.5	-54.5	0.0	-5353.0
-179.5	-53.5	0.0	-5308.0
-179.5	-52.5	0.0	-5190.0
-179.5	-51.5	0.0	-4929.0
-179.5	-50.5	0.0	-4636.0
-179.5	-49.5	0.0	-3890.0
-179.5	-48.5	0.0	-1794.0
-179.5	-47.5	0.0	-1171.0
-179.5	-46.5	0.0	-4074.0
-179.5	-45.5	0.0	-3006.0
-179.5	-44.5	0.0	-1100.0
-179.5	-43.5	0.0	-465.0
-179.5	-42.5	0.0	-1672.0
-179.5	-41.5	0.0	-2613.0
-179.5	-40.5	0.0	-3028.0
-179.5	-39.5	0.0	-3588.0
-179.5	-38.5	0.0	-3323.0
-179.5	-37.5	0.0	-2940.0
-179.5	-36.5	0.0	-4825.0
-179.5	-35.5	0.0	-6035.0
-179.5	-34.5	0.0	-4819.0
-179.5	-33.5	0.0	-3440.0
-179.5	-32.5	0.0	-1315.0
-179.5	-31.5	0.0	-2119.0
-179.5	-30.5	0.0	-2395.0
-179.5	-29.5	0.0	-2387.0
-179.5	-28.5	0.0	-2170.0
-179.5	-27.5	0.0	-1536.0
-179.5	-26.5	0.0	-1518.0
-179.5	-25.5	0.0	-675.0
-179.5	-24.5	0.0	-1028.0
-179.5	-23.5	0.0	-1512.0
-179.5	-22.5	0.0	-1388.0
-179.5	-21.5	0.0	-1402.0
-179.5	-20.5	0.0	-1720.0
-179.5	-19.5	0.0	-1746.0
-179.5	-18.5	0.0	-1008.0
-179.5	-17.5	0.0	-1054.0
-179.5	-16.5	0.0	-706.0
-179.5	-15.5	0.0	-2451.0
-179.5	-14.5	0.0	-2454.0
-179.5	-13.5	0.0	-1615.0
-179.5	-12.5	0.0	-3824.0
-179.5	-11.5	0.0	-2128.0
-179.5	-10.5	0.0	-3406.0
-179.5	-9.5	0.0	-4808.0
-179.5	-8.5	0.0	-5298.0
-179.5	-7.5	0.0	-5059.0
-179.5	-6.5	0.0	-4677.0
-179.5	-5.5	0.0	-5864.0
-179.5	-4.5	0.0	-5895.0
-179.5	-3.5	0.0	-5360.0
-179.5	-2.5	0.0	-4538.0
-179.5	-1.5	0.0	-4757.0
-179.5	-0.5	0.0	-5430.0
-179.5	0.5	0.0	-5561.0
-179.5	1.5	0.0	-5194.0
-179.5	2.5	0.0	-5450.0
-179.5	3.5	0.0	-5428.0
-179.5	4.5	0.0	-5484.0
-179.5	5.5	0.0	-6072.0
-179.5	6.5	0.0	-5766.0
-179.5	7.5	0.0	-5810.0
-179.5	8.5	0.0	-5850.0
-179.5	9.5	0.0	-6124.0
-179.5	10.5	0.0	-6094.0
-179.5	11.5	0.0	-6101.0
-179.5	12.5	0.0	-3775.0
-179.5	13.5	0.0	-5044.0
-179.5	14.5	0.0	-5485.0
-179.5	15.5	0.0	-5445.0
-179.5	16.5	0.0	-5020.0
-179.5	17.5	0.0	-5251.0
-179.5	18.5	0.0	-1577.0
-179.5	19.5	0.0	-4706.0
-179.5	20.5	0.0	-4527.0
-179.5	21.5	0.0	-5451.0
-179.5	22.5	0.0	-5548.0
-179.5	23.5	0.0	-5672.0
-179.5	24.5	0.0	-5598.0
-179.5	25.5	0.0	-5510.0
-179.5	26.5	0.0	-5397.0
-179.5	27.5	0.0	-5316.0
-179.5	28.5	0.0	-4436.0
-179.5	29.5	0.0	-5205.0
-179.5	30.5	0.0	-5165.0
-179.5	31.5	0.0	-5117.0
-179.5	32.5	0.0	-5482.0
-179.5	33.5	0.0	-4878.0
-179.5	34.5	0.0	-3936.0
-179.5	35.5	0.0	-4356.0
-179.5	36.5	0.0	-5124.0
-179.5	37.5	0.0	-5442.0
-179.5	38.5	0.0	-5597.0
-179.5	39.5	0.0	-5328.0
-179.5	40.5	0.0	-5698.0
-179.5	41.5	0.0	-5845.0
-179.5	42.5	0.0	-6466.0
-179.5	43.5	0.0	-5926.0
-179.5	44.5	0.0	-5865.0
-179.5	45.5	0.0	-5705.0
-179.5	46.5	0.0	-5521.0
-179.5	47.5	0.0	-5685.0
-179.5	48.5	0.0	-5450.0
-179.5	49.5	0.0	-4978.0
-179.5	50.5	0.0	-5463.0
-179.5	51.5	0.0	-744.0
-179.5	52.5	0.0	-3271.0
-179.5	53.5	0.0	-3763.0
-179.5	54.5	0.0	-3839.0
-179.5	55.5	0.0	-3829.0
-179.5	56.5	0.0	-3772.0
-179.5	57.5	0.0	-3726.0
-179.5	58.5	0.0	-3547.0
-179.5	59.5	0.0	-3122.0
-179.5	60.5	0.0	-407.0
-179.5	61.5	0.0	-162.0
-179.5	62.5	0.0	-115.0
-179.5	63.5	0.0	-77.0
-179.5	64.5	0.0	-52.0
-179.5	65.5	0.0	-57.0
-179.5	66.5	0.0	724.0
-179.5	67.5	0.0	264.0
-179.5	68.5	0.0	49.0
-179.5	69.5	0.0	-46.0
-179.5	70.5	0.0	-37.0
-179.5	71.5	0.0	10.0
-179.5	72.5	0.0	-51.0
-179.5	73.5	0.0	-87.0
-179.5	74.5	0.0	-154.0
-179.5	75.5	0.0	-952.0
-179.5	76.5	0.0	-979.0
-179.5	77.5	0.0	-1567.0
-179.5	78.5	0.0	-1599.0
-179.5	79.5	0.0	-1485.0
-179.5	80.5	0.0	-1976.0
-179.5	81.5	0.0	-2149.0
-179.5	82.5	0.0	-2262.0
-179.5	83.5	0.0	-2407.0
-179.5	84.5	0.0	-2242.0
-179.5	85.5	0.0	-2384.0
-179.5	86.5	0.0	-3824.0
-179.5	87.5	0.0	-3840.0
-179.5	88.5	0.0	-3863.0
-179.5	89.5	0.0	-4093.0
-178.5	-89.5	2724.0	2893.0
-178.5	-88.5	2368.5	3105.0
-178.5	-87.5	2133.5	3019.0
-178.5	-86.5	746.5	2884.0
-178.5	-85.5	213.5	2369.0
-178.5	-84.5	281.0	1124.25
-178.5	-83.5	548.0	-796.25
-178.5	-82.5	440.5	-618.15
-178.5	-81.5	375.0	-633.75
-178.5	-80.5	366.5	-662.8
