   113     -0.71138076E-05      0.30631349E-06      0.31174883E-07     -0.23523646E-04     -0.13253855E-02      0.96753929E-04
   114     -0.70613907E-05      0.30101148E-06      0.30635274E-07     -0.23318159E-04     -0.13139195E-02      0.95020714E-04
   115     -0.70098630E-05      0.29584707E-06      0.30109670E-07     -0.23116232E-04     -0.13026552E-02      0.93333071E-04
   116     -0.69592029E-05      0.29081563E-06      0.29597598E-07     -0.22917771E-04     -0.12915877E-02      0.91689457E-04
   117     -0.69093893E-05      0.28591271E-06      0.29098606E-07     -0.22722690E-04     -0.12807122E-02      0.90088390E-04
   118     -0.68604018E-05      0.28113406E-06      0.28612261E-07     -0.22530902E-04     -0.12700243E-02      0.88528451E-04
   119     -0.68122205E-05      0.27647557E-06      0.28138146E-07     -0.22342325E-04     -0.12595195E-02      0.87008275E-04
   120     -0.67648263E-05      0.27193333E-06      0.27675862E-07     -0.22156879E-04     -0.12491935E-02      0.85526557E-04
   121     -0.67182006E-05      0.26750357E-06      0.27225026E-07     -0.21974486E-04     -0.12390422E-02      0.84082041E-04
   122     -0.66723253E-05      0.26318266E-06      0.26785268E-07     -0.21795072E-04     -0.12290615E-02      0.82673521E-04
   123     -0.66271830E-05      0.25896714E-06      0.26356235E-07     -0.21618564E-04     -0.12192474E-02      0.81299840E-04
   124     -0.65827567E-05      0.25485365E-06      0.25937587E-07     -0.21444892E-04     -0.12095963E-02      0.79959886E-04
   125     -0.65390299E-05      0.25083899E-06      0.25528997E-07     -0.21273988E-04     -0.12001043E-02      0.78652589E-04
   126     -0.64959866E-05      0.24692006E-06      0.25130151E-07     -0.21105788E-04     -0.11907680E-02      0.77376922E-04
   127     -0.64536113E-05      0.24309391E-06      0.24740746E-07     -0.20940226E-04     -0.11815837E-02      0.76131896E-04
   128     -0.64118890E-05      0.23935766E-06      0.24360491E-07     -0.20777242E-04     -0.11725481E-02      0.74916560E-04
   129     -0.63708051E-05      0.23570856E-06      0.23989107E-07     -0.20616775E-04     -0.11636580E-02      0.73730000E-04
   130     -0.63303454E-05      0.23214398E-06      0.23626323E-07     -0.20458769E-04     -0.11549101E-02      0.72571335E-04
   131     -0.62904959E-05      0.22866135E-06      0.23271881E-07     -0.20303166E-04     -0.11463012E-02      0.71439718E-04
   132     -0.62512435E-05      0.22525824E-06      0.22925531E-07     -0.20149912E-04     -0.11378284E-02      0.70334332E-04
   133     -0.62125750E-05      0.22193226E-06      0.22587031E-07     -0.19998955E-04     -0.11294888E-02      0.69254391E-04
   134     -0.61744777E-05      0.21868114E-06      0.22256150E-07     -0.19850243E-04     -0.11212794E-02      0.68199138E-04
   135     -0.61369395E-05      0.21550268E-06      0.21932664E-07     -0.19703726E-04     -0.11131974E-02      0.67167842E-04
   136     -0.60999482E-05      0.21239477E-06      0.21616358E-07     -0.19559357E-04     -0.11052403E-02      0.66159800E-04
   137     -0.60634923E-05      0.20935535E-06      0.21307024E-07     -0.19417088E-04     -0.10974052E-02      0.65174334E-04
   138     -0.60275605E-05      0.20638248E-06      0.21004461E-07     -0.19276874E-04     -0.10896896E-02      0.64210788E-04
   139     -0.59921418E-05      0.20347423E-06      0.20708475E-07     -0.19138670E-04     -0.10820911E-02      0.63268532E-04
   140     -0.59572254E-05      0.20062877E-06      0.20418881E-07     -0.19002434E-04     -0.10746073E-02      0.62346958E-04
   141     -0.59228009E-05      0.19784435E-06      0.20135497E-07     -0.18868124E-04     -0.10672356E-02      0.61445476E-04
   142     -0.58888583E-05      0.19511923E-06      0.19858151E-07     -0.18735700E-04     -0.10599739E-02      0.60563519E-04
   143     -0.58553875E-05      0.19245179E-06      0.19586673E-07     -0.18605122E-04     -0.10528199E-02      0.59700541E-04
   144     -0.58223791E-05      0.18984041E-06      0.19320901E-07     -0.18476351E-04     -0.10457713E-02      0.58856011E-04
   145     -0.57898236E-05      0.18728356E-06      0.19060679E-07     -0.18349350E-04     -0.10388262E-02      0.58029418E-04
   146     -0.57577120E-05      0.18477975E-06      0.18805855E-07     -0.18224084E-04     -0.10319823E-02      0.57220269E-04
   147     -0.57260354E-05      0.18232754E-06      0.18556283E-07     -0.18100517E-04     -0.10252376E-02      0.56428086E-04
   148     -0.56947851E-05      0.17992554E-06      0.18311821E-07     -0.17978614E-04     -0.10185902E-02      0.55652408E-04
   149     -0.56639527E-05      0.17757241E-06      0.18072333E-07     -0.17858342E-04     -0.10120382E-02      0.54892790E-04
   150     -0.56335300E-05      0.17526684E-06      0.17837684E-07     -0.17739669E-04     -0.10055797E-02      0.54148799E-04
   151     -0.56035090E-05      0.17300757E-06      0.17607749E-07     -0.17622562E-04     -0.99921278E-03      0.53420019E-04
   152     -0.55738819E-05      0.17079340E-06      0.17382402E-07     -0.17506992E-04     -0.99293575E-03      0.52706045E-04
   153     -0.55446411E-05      0.16862312E-06      0.17161524E-07     -0.17392928E-04     -0.98674684E-03      0.52006489E-04
   154     -0.55157792E-05      0.16649562E-06      0.16944999E-07     -0.17280340E-04     -0.98064435E-03      0.51320971E-04
   155     -0.54872890E-05      0.16440978E-06      0.16732713E-07     -0.17169201E-04     -0.97462663E-03      0.50649126E-04
   156     -0.54591634E-05      0.16236453E-06      0.16524559E-07     -0.17059483E-04     -0.96869207E-03      0.49990600E-04
   157     -0.54313955E-05      0.16035884E-06      0.16320432E-07     -0.16951158E-04     -0.96283908E-03      0.49345049E-04
   158     -0.54039787E-05      0.15839171E-06      0.16120227E-07     -0.16844199E-04     -0.95706612E-03      0.48712142E-04
   159     -0.53769064E-05      0.15646216E-06      0.15923848E-07     -0.16738583E-04     -0.95137170E-03      0.48091557E-04
   160     -0.53501722E-05      0.15456924E-06      0.15731198E-07     -0.16634282E-04     -0.94575435E-03      0.47482982E-04
   161     -0.53237699E-05      0.15271206E-06      0.15542184E-07     -0.16531274E-04     -0.94021263E-03      0.46886115E-04
   162     -0.52976934E-05      0.15088971E-06      0.15356716E-07     -0.16429533E-04     -0.93474516E-03      0.46300663E-04
   163     -0.52719368E-05      0.14910135E-06      0.15174706E-07     -0.16329038E-04     -0.92935055E-03      0.45726342E-04
   164     -0.52464943E-05      0.14734614E-06      0.14996071E-07     -0.16229764E-04     -0.92402749E-03      0.45162877E-04
   165     -0.52213601E-05      0.14562327E-06      0.14820727E-07     -0.16131690E-04     -0.91877467E-03      0.44610001E-04
   166     -0.51965289E-05      0.14393196E-06      0.14648595E-07     -0.16034794E-04     -0.91359081E-03      0.44067454E-04
   167     -0.51719951E-05      0.14227146E-06      0.14479598E-07     -0.15939056E-04     -0.90847468E-03      0.43534987E-04
   168     -0.51477535E-05      0.14064102E-06      0.14313661E-07     -0.15844453E-04     -0.90342506E-03      0.43012355E-04
   169     -0.51237990E-05      0.13903992E-06      0.14150710E-07     -0.15750968E-04     -0.89844077E-03      0.42499322E-04
   170     -0.51001266E-05      0.13746748E-06      0.13990676E-07     -0.15658579E-04     -0.89352063E-03      0.41995657E-04
   171     -0.50767312E-05      0.13592302E-06      0.13833489E-07     -0.15567267E-04     -0.88866353E-03      0.41501139E-04
   172     -0.50536082E-05      0.13440588E-06      0.13679083E-07     -0.15477015E-04     -0.88386835E-03      0.41015551E-04
   173     -0.50307527E-05      0.13291542E-06      0.13527392E-07     -0.15387803E-04     -0.87913401E-03      0.40538682E-04
   174     -0.50081603E-05      0.13145104E-06      0.13378356E-07     -0.15299613E-04     -0.87445945E-03      0.40070330E-04
   175     -0.49858264E-05      0.13001212E-06      0.13231911E-07     -0.15212429E-04     -0.86984364E-03      0.39610294E-04
   176     -0.49637466E-05      0.12859809E-06      0.13087998E-07     -0.15126233E-04     -0.86528555E-03      0.39158384E-04
   177     -0.49419167E-05      0.12720837E-06      0.12946561E-07     -0.15041008E-04     -0.86078421E-03      0.38714411E-04
   178     -0.49203324E-05      0.12584243E-06      0.12807543E-07     -0.14956738E-04     -0.85633864E-03      0.38278195E-04
   179     -0.48989897E-05      0.12449971E-06      0.12670888E-07     -0.14873407E-04     -0.85194789E-03      0.37849558E-04
   180     -0.48778845E-05      0.12317971E-06      0.12536546E-07     -0.14791000E-04     -0.84761104E-03      0.37428328E-04
   181     -0.48570128E-05      0.12188190E-06      0.12404463E-07     -0.14709501E-04     -0.84332717E-03      0.37014338E-04
   182     -0.48363710E-05      0.12060581E-06      0.12274589E-07     -0.14628895E-04     -0.83909541E-03      0.36607426E-04
   183     -0.48159551E-05      0.11935095E-06      0.12146877E-07     -0.14549167E-04     -0.83491487E-03      0.36207435E-04
   184     -0.47957615E-05      0.11811686E-06      0.12021277E-07     -0.14470305E-04     -0.83078472E-03      0.35814209E-04
   185     -0.47757866E-05      0.11690308E-06      0.11897745E-07     -0.14392292E-04     -0.82670411E-03      0.35427600E-04
   186     -0.47560269E-05      0.11570917E-06      0.11776236E-07     -0.14315116E-04     -0.82267223E-03      0.35047463E-04
   187     -0.47364789E-05      0.11453470E-06      0.11656705E-07     -0.14238763E-04     -0.81868829E-03      0.34673655E-04
   188     -0.47171392E-05      0.11337925E-06      0.11539110E-07     -0.14163221E-04     -0.81475150E-03      0.34306040E-04
   189     -0.46980046E-05      0.11224242E-06      0.11423409E-07     -0.14088476E-04     -0.81086109E-03      0.33944482E-04
   190     -0.46790718E-05      0.11112381E-06      0.11309563E-07     -0.14014516E-04     -0.80701632E-03      0.33588852E-04
   191     -0.46603375E-05      0.11002303E-06      0.11197532E-07     -0.13941328E-04     -0.80321645E-03      0.33239022E-04
   192     -0.46417988E-05      0.10893970E-06      0.11087277E-07     -0.13868901E-04     -0.79946076E-03      0.32894869E-04
   193     -0.46234525E-05      0.10787347E-06      0.10978762E-07     -0.13797222E-04     -0.79574854E-03      0.32556271E-04
   194     -0.46052957E-05      0.10682397E-06      0.10871950E-07     -0.13726281E-04     -0.79207912E-03      0.32223113E-04
   195     -0.45873255E-05      0.10579086E-06      0.10766806E-07     -0.13656065E-04     -0.78845180E-03      0.31895279E-04
   196     -0.45695389E-05      0.10477380E-06      0.10663295E-07     -0.13586564E-04     -0.78486593E-03      0.31572657E-04
   197     -0.45519332E-05      0.10377245E-06      0.10561383E-07     -0.13517767E-04     -0.78132085E-03      0.31255141E-04
   198     -0.45345056E-05      0.10278650E-06      0.10461039E-07     -0.13449663E-04     -0.77781593E-03      0.30942622E-04
   199     -0.45172535E-05      0.10181564E-06      0.10362229E-07     -0.13382242E-04     -0.77435055E-03      0.30635000E-04
   200     -0.45001741E-05      0.10085955E-06      0.10264924E-07     -0.13315494E-04     -0.77092409E-03      0.30332172E-04
   201     -0.44832650E-05      0.99917934E-07      0.10169092E-07     -0.13249408E-04     -0.76753596E-03      0.30034041E-04
   202     -0.44665234E-05      0.98990511E-07      0.10074704E-07     -0.13183975E-04     -0.76418555E-03      0.29740512E-04
   203     -0.44499471E-05      0.98076991E-07      0.99817308E-08     -0.13119185E-04     -0.76087231E-03      0.29451491E-04
   204     -0.44335335E-05      0.97177099E-07      0.98901448E-08     -0.13055029E-04     -0.75759566E-03      0.29166888E-04
   205     -0.44172801E-05      0.96290566E-07      0.97999184E-08     -0.12991497E-04     -0.75435504E-03      0.28886614E-04
   206     -0.44011848E-05      0.95417127E-07      0.97110246E-08     -0.12928581E-04     -0.75114992E-03      0.28610582E-04
   207     -0.43852451E-05      0.94556526E-07      0.96234375E-08     -0.12866271E-04     -0.74797975E-03      0.28338709E-04
